time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2009-05-23T09:17:49.270Z,36.9626667,-121.5845,6.471,2.54,md,107,18,0.006306,0.14,nc,nc51222030,2017-01-20T08:08:34.450Z,"Northern California",earthquake,0.14,0.35,0.14,115,reviewed,nc,nc
2009-05-05T10:00:52.510Z,37.284,-121.6583333,6.665,3.25,ml,164,27,0.02793,0.14,nc,nc51221051,2017-01-20T06:21:15.960Z,"Northern California",earthquake,0.11,0.26,0.238,111,reviewed,nc,nc
2009-04-30T22:50:54.670Z,37.2535,-121.6358333,6.045,3.51,mw,139,31,0.03063,0.08,nc,nc51220793,2017-03-17T21:04:50.659Z,"Northern California",earthquake,0.09,0.25,,4,reviewed,nc,nc
2009-04-26T11:32:37.060Z,36.9895,-121.6698333,4.196,2.78,md,90,36,0.05856,0.09,nc,nc51220530,2017-01-20T05:29:41.190Z,"Northern California",earthquake,0.12,0.32,0.125,124,reviewed,nc,nc
2009-04-23T22:32:20.900Z,36.9928333,-121.6695,3.16,3.28,ml,89,57,0.05676,0.1,nc,nc51220405,2017-01-20T05:17:03.300Z,"Northern California",earthquake,0.12,0.34,0.224,73,reviewed,nc,nc
2009-04-14T23:23:20.420Z,37.4733333,-121.8078333,7.989,2.54,md,95,28,0.02342,0.1,nc,nc51219891,2017-01-20T04:23:10.150Z,"San Francisco Bay area, California",earthquake,0.12,0.38,0.088,67,reviewed,nc,nc
2009-03-30T17:40:29.260Z,37.2848333,-121.6156667,7.145,4.3,mw,170,57,0.05225,0.14,nc,nc40234037,2017-03-17T20:22:12.282Z,"Northern California",earthquake,0.12,0.35,,7,reviewed,nc,nc
2009-03-18T02:26:06.900Z,37.4575,-121.7698333,7.5,3.11,ml,147,28,0.02523,0.13,nc,nc40233339,2017-01-20T01:54:57.570Z,"San Francisco Bay area, California",earthquake,0.11,0.37,0.241,118,reviewed,nc,nc
2009-03-12T21:30:14.940Z,37.2513333,-121.6356667,5.286,3.13,ml,111,59,0.03063,0.07,nc,nc51218175,2017-01-20T01:23:14.640Z,"Northern California",earthquake,0.09,0.23,0.194,110,reviewed,nc,nc
2009-03-08T14:47:19.540Z,37.4743333,-121.8045,9.419,3.5,mw,162,29,0.02432,0.13,nc,nc40232887,2017-03-17T20:19:05.367Z,"San Francisco Bay area, California",earthquake,0.11,0.29,,4,reviewed,nc,nc
2009-03-05T07:46:02.240Z,37.3506667,-122.146,6.72,2.63,md,91,36,0.01802,0.2,nc,nc40232683,2017-01-20T00:32:28.840Z,"San Francisco Bay area, California",earthquake,0.18,0.33,0.121,75,reviewed,nc,nc
2009-03-01T13:06:44.330Z,37.3478333,-122.1503333,6.847,2.63,md,97,84,0.01982,0.24,nc,nc40232512,2017-01-20T00:15:47.730Z,"San Francisco Bay area, California",earthquake,0.21,0.27,0.119,108,reviewed,nc,nc
2009-02-24T13:53:44.380Z,37.652,-121.8151667,14.563,2.51,md,65,34,0.03604,0.15,nc,nc51217322,2017-01-19T23:46:36.330Z,"San Francisco Bay area, California",earthquake,0.17,0.35,0.118,58,reviewed,nc,nc
2009-02-21T19:01:02.540Z,37.6261667,-121.95,11.551,3.2,ml,172,13,0.01892,0.22,nc,nc40232081,2017-01-19T23:31:34.750Z,"San Francisco Bay area, California",earthquake,0.16,0.36,0.196,128,reviewed,nc,nc
2009-01-30T21:48:21.280Z,37.2531667,-121.6378333,4.963,2.61,md,87,58,0.02883,0.07,nc,nc40231058,2017-01-19T21:26:02.470Z,"Northern California",earthquake,0.11,0.32,0.134,77,reviewed,nc,nc
2008-12-09T16:38:50.240Z,37.4848333,-121.8091667,5.621,2.92,md,134,35,0.03514,0.13,nc,nc51212648,2017-01-19T03:08:32.710Z,"San Francisco Bay area, California",earthquake,0.13,0.38,0.144,148,reviewed,nc,nc
2008-12-09T16:25:46.640Z,37.4835,-121.8095,5.931,3.49,ml,152,34,0.03423,0.15,nc,nc51212644,2017-01-19T03:08:11.620Z,"San Francisco Bay area, California",earthquake,0.14,0.49,0.232,138,reviewed,nc,nc
2008-11-10T19:56:25.370Z,37.4335,-121.775,9.858,3.2,mw,152,36,0.02613,0.1,nc,nc51210970,2017-01-19T00:13:00.600Z,"San Francisco Bay area, California",earthquake,0.11,0.27,,3,reviewed,nc,nc
2008-11-06T15:33:17.470Z,37.3756667,-122.2675,8.086,2.55,md,106,72,0.03604,0.1,nc,nc51210737,2017-01-18T23:45:52.720Z,"Northern California",earthquake,0.13,0.26,0.121,112,reviewed,nc,nc
2008-11-02T03:34:35.040Z,37.1628333,-121.5545,5.167,3.18,ml,121,42,0.05676,0.09,nc,nc51210469,2017-01-18T23:18:57.020Z,"Northern California",earthquake,0.12,0.42,0.203,89,reviewed,nc,nc
2008-10-25T12:00:50.480Z,37.2641667,-121.641,7.215,2.92,md,138,31,0.02613,0.09,nc,nc51210101,2017-01-18T22:41:02.070Z,"Northern California",earthquake,0.1,0.25,0.126,172,reviewed,nc,nc
2008-09-17T23:26:41.170Z,36.9338333,-121.6813333,11.758,3.2,ml,98,57,0.01622,0.09,nc,nc51208267,2017-01-18T17:57:15.360Z,"Northern California",earthquake,0.14,0.28,0.214,70,reviewed,nc,nc
2008-08-22T22:40:31.810Z,37.3428333,-121.7076667,7.914,2.93,ml,98,39,0.05225,0.06,nc,nc51207264,2017-01-18T15:00:45.120Z,"Northern California",earthquake,0.09,0.23,0.133,15,reviewed,nc,nc
2008-08-20T17:37:28.190Z,37.2603333,-121.64,6.145,2.63,md,116,49,,0.1,nc,nc51207193,2017-01-18T14:51:10.990Z,"Northern California",earthquake,0.11,0.27,0.13,120,reviewed,nc,nc
2008-08-05T23:27:37.600Z,37.4508333,-121.7686667,7.22,2.6,md,114,42,0.02523,0.11,nc,nc40221606,2017-01-18T13:42:57.990Z,"San Francisco Bay area, California",earthquake,0.11,0.33,0.136,125,reviewed,nc,nc
2008-07-19T02:22:01.250Z,37.4306667,-121.7711667,11.118,2.69,md,115,35,0.03063,0.1,nc,nc40220858,2017-01-18T12:20:48.760Z,"San Francisco Bay area, California",earthquake,0.12,0.27,0.12,110,reviewed,nc,nc
2008-07-19T02:00:33.320Z,37.4296667,-121.7741667,8.6,2.53,md,93,18,,0.07,nc,nc40220856,2017-01-18T12:20:26.130Z,"San Francisco Bay area, California",earthquake,0.1,0.32,0.114,82,reviewed,nc,nc
2008-07-05T01:08:01.980Z,37.3461667,-121.7086667,8.727,2.75,md,135,39,0.05315,0.17,nc,nc40220199,2017-01-18T11:08:39.000Z,"Northern California",earthquake,0.14,0.37,0.129,94,reviewed,nc,nc
2008-05-15T06:47:04.580Z,37.378,-121.7283333,10.258,2.83,md,143,34,0.03243,0.12,nc,nc51202712,2017-01-18T06:41:28.830Z,"San Francisco Bay area, California",earthquake,0.12,0.31,0.125,148,reviewed,nc,nc
2008-04-19T01:53:14.080Z,37.2463333,-121.6333333,4.805,2.52,md,107,31,,0.09,nc,nc40215565,2017-01-18T04:14:41.630Z,"Northern California",earthquake,0.1,0.26,0.112,109,reviewed,nc,nc
2008-04-09T17:57:11.900Z,37.39,-121.7436667,7.581,2.56,md,32,56,0.02613,0.17,nc,nc71005369,2017-01-18T03:11:14.920Z,"San Francisco Bay area, California",earthquake,0.3,0.67,0.136,26,reviewed,nc,nc
2008-04-03T20:09:37.080Z,37.1798333,-121.5811667,2.997,2.55,md,88,77,0.03964,0.08,nc,nc40214523,2017-01-18T02:32:29.560Z,"Northern California",earthquake,0.12,0.39,0.125,103,reviewed,nc,nc
2008-03-31T06:20:03.970Z,37.3595,-121.72,7.18,2.61,md,102,37,0.04144,0.14,nc,nc51199434,2017-01-18T02:13:22.330Z,"San Francisco Bay area, California",earthquake,0.16,0.33,0.13,82,reviewed,nc,nc
2008-03-21T01:37:24.960Z,37.712,-121.9555,10.788,2.97,md,133,34,0.04144,0.16,nc,nc51198739,2017-01-18T01:10:14.840Z,"San Francisco Bay area, California",earthquake,0.13,0.27,0.126,122,reviewed,nc,nc
2008-03-21T01:28:20.740Z,37.7098333,-121.9545,10.598,3.01,ml,120,34,0.03964,0.17,nc,nc51198737,2017-01-18T01:09:59.410Z,"San Francisco Bay area, California",earthquake,0.14,0.3,0.279,16,reviewed,nc,nc
2008-03-20T23:46:18.100Z,37.708,-121.9486667,10.142,2.55,md,108,34,0.03514,0.14,nc,nc51198726,2017-01-18T01:08:44.670Z,"San Francisco Bay area, California",earthquake,0.12,0.23,0.158,108,reviewed,nc,nc
2008-03-20T23:23:21.430Z,37.7085,-121.9503333,10.1,2.76,md,91,33,0.03604,0.1,nc,nc51198721,2017-01-18T01:08:09.640Z,"1km WNW of Dublin, California",earthquake,0.12,0.22,0.199,2,reviewed,nc,nc
2008-03-20T23:18:54.520Z,37.7078333,-121.9555,10.278,2.95,ml,96,33,0.03874,0.16,nc,nc51198719,2017-01-18T01:07:53.850Z,"San Francisco Bay area, California",earthquake,0.16,0.28,0.27,9,reviewed,nc,nc
2008-02-22T14:03:11.530Z,37.4105,-121.7533333,9.09,2.89,md,120,38,0.03964,0.1,nc,nc51196909,2017-01-17T22:02:30.110Z,"San Francisco Bay area, California",earthquake,0.11,0.29,0.151,96,reviewed,nc,nc
2008-02-22T03:57:41.430Z,37.4151667,-121.7616667,8.394,2.71,md,114,41,0.04234,0.1,nc,nc51196875,2017-01-17T21:58:41.180Z,"San Francisco Bay area, California",earthquake,0.12,0.36,0.198,111,reviewed,nc,nc
2008-02-09T08:15:58.910Z,37.1228333,-122.3873333,13.959,2.78,md,79,199,0.1946,0.17,nc,nc51196102,2017-01-17T20:27:32.840Z,"offshore Northern California",earthquake,0.63,0.53,0.137,67,reviewed,nc,nc
2008-02-07T13:31:43.210Z,37.639,-122.4858333,9.494,3.12,ml,133,85,0.009009,0.13,nc,nc51195984,2017-01-17T20:15:06.230Z,"San Francisco Bay area, California",earthquake,0.16,0.25,0.128,10,reviewed,nc,nc
2008-02-07T06:33:34.200Z,37.4006667,-121.7446667,10.518,2.97,ml,137,33,0.03423,0.14,nc,nc51195958,2017-01-17T20:10:54.300Z,"San Francisco Bay area, California",earthquake,0.13,0.31,0.092,9,reviewed,nc,nc
2008-02-05T07:16:18.560Z,37.4065,-121.7541667,6.988,2.91,ml,132,36,0.03604,0.13,nc,nc40210721,2017-01-17T19:54:10.720Z,"San Francisco Bay area, California",earthquake,0.12,0.38,0.116,13,reviewed,nc,nc
2008-02-05T06:39:13.040Z,37.4073333,-121.7528333,7.218,2.92,ml,130,36,0.03694,0.12,nc,nc40210720,2017-01-17T19:53:59.010Z,"San Francisco Bay area, California",earthquake,0.12,0.36,0.103,14,reviewed,nc,nc
2008-01-31T15:32:23.130Z,37.3756667,-121.7295,7.698,2.6,md,106,34,0.03153,0.12,nc,nc40210426,2017-01-17T19:20:15.860Z,"San Francisco Bay area, California",earthquake,0.13,0.32,0.132,99,reviewed,nc,nc
2008-01-31T08:03:19.330Z,37.5291667,-121.8426667,4.621,2.76,md,118,56,0.02613,0.16,nc,nc40210399,2017-01-17T19:17:14.540Z,"San Francisco Bay area, California",earthquake,0.13,0.43,0.114,120,reviewed,nc,nc
2008-01-18T05:13:34.500Z,37.3895,-121.7448333,6.795,2.54,md,88,32,0.02523,0.06,nc,nc51194831,2017-01-17T17:49:58.510Z,"San Francisco Bay area, California",earthquake,0.1,0.3,0.105,73,reviewed,nc,nc
2008-01-14T15:17:13.920Z,37.3456667,-121.7036667,9.494,2.72,md,115,39,0.04865,0.13,nc,nc51194577,2017-01-17T17:24:04.860Z,"Northern California",earthquake,0.13,0.34,0.128,112,reviewed,nc,nc
2007-12-21T12:14:56.450Z,37.3078333,-121.6735,8.026,3.08,ml,122,45,0.04144,0.12,nc,nc51192926,2017-01-17T09:14:26.070Z,"Northern California",earthquake,0.13,0.28,0.115,14,reviewed,nc,nc
2007-11-27T17:06:40.100Z,37.4133333,-121.763,7.588,2.62,md,117,40,0.04054,0.09,nc,nc40206305,2017-01-17T06:40:57.240Z,"San Francisco Bay area, California",earthquake,0.1,0.31,0.132,102,reviewed,nc,nc
2007-11-24T05:18:44.350Z,37.4668333,-121.7798333,5.219,2.67,md,104,65,0.02342,0.06,nc,nc40206106,2017-01-17T06:19:24.280Z,"San Francisco Bay area, California",earthquake,0.09,0.22,0.104,87,reviewed,nc,nc
2007-11-12T15:50:06.100Z,37.421,-121.7671667,6.911,2.62,md,117,30,,0.09,nc,nc40205436,2017-01-17T05:11:16.920Z,"San Francisco Bay area, California",earthquake,0.09,0.32,0.108,117,reviewed,nc,nc
2007-11-06T20:47:45.850Z,37.335,-121.6965,7.515,2.6,md,92,40,0.04324,0.15,nc,nc40205096,2017-01-17T04:30:34.940Z,"Northern California",earthquake,0.15,0.34,0.136,86,reviewed,nc,nc
2007-11-04T12:49:15.490Z,37.4076667,-121.7541667,7.441,2.75,md,126,37,0.03694,0.1,nc,nc40204965,2017-01-17T04:13:19.950Z,"San Francisco Bay area, California",earthquake,0.11,0.35,0.107,123,reviewed,nc,nc
2007-10-31T22:54:24.520Z,37.4351667,-121.7798333,8.548,3.69,mw,158,51,0.02252,0.12,nc,nc51189819,2017-03-17T20:43:06.403Z,"San Francisco Bay area, California",earthquake,0.11,0.3,,4,reviewed,nc,nc
2007-10-31T09:57:51.020Z,37.3683333,-121.7268333,8.37,2.8,md,129,35,0.03333,0.09,nc,nc40204679,2017-01-17T03:37:58.120Z,"San Francisco Bay area, California",earthquake,0.1,0.23,0.099,97,reviewed,nc,nc
2007-10-31T03:04:54.810Z,37.4335,-121.7743333,9.741,5.45,mw,156,50,0.02703,0.11,nc,nc40204628,2017-04-26T18:07:17.626Z,"San Francisco Bay area, California",earthquake,0.11,0.28,,6,reviewed,nc,nc
2007-10-26T21:44:32.560Z,37.1106667,-121.8208333,4.117,2.78,md,97,28,0.01081,0.1,nc,nc40204393,2017-01-17T03:05:25.540Z,"Northern California",earthquake,0.1,0.18,0.113,101,reviewed,nc,nc
2007-10-04T11:58:50.320Z,37.7508333,-122.1443333,7.511,2.51,md,110,28,0.02432,0.14,nc,nc40203157,2017-01-17T01:01:42.630Z,"San Francisco Bay area, California",earthquake,0.12,0.24,0.11,82,reviewed,nc,nc
2007-10-04T11:09:41.530Z,37.6568333,-122.0616667,6.095,2.97,md,135,28,0.04144,0.14,nc,nc40203154,2017-01-17T01:01:17.920Z,"San Francisco Bay area, California",earthquake,0.11,0.24,0.119,93,reviewed,nc,nc
2007-09-10T09:23:22.870Z,37.2086667,-122.1395,14.646,2.55,md,108,77,0.07658,0.17,nc,nc40201611,2017-01-16T22:32:46.640Z,"Northern California",earthquake,0.21,0.37,0.139,93,reviewed,nc,nc
2007-08-17T23:50:55.070Z,37.5578333,-121.838,8.704,2.81,md,123,53,0.04324,0.14,nc,nc40200469,2017-01-16T20:27:27.690Z,"San Francisco Bay area, California",earthquake,0.12,0.28,0.13,120,reviewed,nc,nc
2007-08-17T16:46:57.410Z,37.556,-121.8443333,7.647,2.55,md,113,50,0.03784,0.19,nc,nc40200459,2017-01-16T20:26:04.030Z,"San Francisco Bay area, California",earthquake,0.15,0.3,0.131,97,reviewed,nc,nc
2007-08-15T07:13:10.090Z,37.8035,-122.193,5.622,3.2,mw,155,24,,0.16,nc,nc40200362,2017-01-16T20:15:23.990Z,"San Francisco Bay area, California",earthquake,0.11,0.25,,4,reviewed,nc,nc
2007-07-20T11:42:22.360Z,37.804,-122.193,5.262,4.2,mw,150,16,0.02613,0.16,nc,nc40199209,2017-03-17T20:02:46.928Z,"San Francisco Bay area, California",earthquake,0.12,0.26,,6,reviewed,nc,nc
2007-06-28T00:11:43.630Z,36.9396667,-121.6801667,11.426,2.92,md,68,55,0.01712,0.07,nc,nc51183567,2017-01-16T16:19:34.180Z,"Northern California",earthquake,0.13,0.25,0.116,72,reviewed,nc,nc
2007-06-28T00:02:18.940Z,36.9385,-121.6858333,12.076,3.1,ml,96,56,0.02072,0.1,nc,nc51183564,2017-01-16T16:19:12.550Z,"Northern California",earthquake,0.14,0.29,0.179,9,reviewed,nc,nc
2007-06-27T23:58:42.370Z,36.9395,-121.6846667,11.786,2.96,ml,79,56,0.01982,0.09,nc,nc51183561,2017-01-16T16:18:52.950Z,"Northern California",earthquake,0.16,0.33,0.05,13,reviewed,nc,nc
2007-06-27T23:49:15.250Z,37.3478333,-121.7111667,8.027,2.56,md,112,39,0.05225,0.09,nc,nc51183559,2017-01-16T16:18:39.200Z,"Northern California",earthquake,0.1,0.26,0.145,87,reviewed,nc,nc
2007-06-18T16:13:50.600Z,37.4563333,-121.7771667,6.776,2.52,md,110,61,0.01982,0.08,nc,nc51183245,2017-01-16T15:33:06.700Z,"San Francisco Bay area, California",earthquake,0.09,0.28,0.154,83,reviewed,nc,nc
2007-06-03T22:05:08.100Z,37.2116667,-122.1116667,11.87,2.68,md,91,64,0.04775,0.11,nc,nc51182557,2017-01-16T13:56:35.800Z,"Northern California",earthquake,0.15,0.3,0.11,107,reviewed,nc,nc
2007-05-28T03:46:52.530Z,37.7793333,-122.1655,7.946,2.82,md,146,18,0.009009,0.15,nc,nc51182324,2017-01-16T13:27:39.120Z,"San Francisco Bay area, California",earthquake,0.1,0.22,0.11,134,reviewed,nc,nc
2007-05-20T23:10:19.540Z,37.364,-121.727,6.358,3.5,mw,114,35,0.03423,0.09,nc,nc51182114,2017-03-17T20:35:47.772Z,"San Francisco Bay area, California",earthquake,0.09,0.23,,5,reviewed,nc,nc
2007-05-13T02:16:06.280Z,37.2576667,-121.6401667,5.146,3.03,ml,134,50,0.08378,0.11,nc,nc51181849,2017-01-16T12:26:42.040Z,"Northern California",earthquake,0.09,0.3,0.118,24,reviewed,nc,nc
